StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q417_First Click,Q417_Last Click,Q417_Page Submit,Q417_Click Count,Q420,Q421,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.4,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/27/2021 1:53,1/27/2021 2:02,0,62.194.95.162,100,555,1,1/27/2021 2:02,anonymous,NL,1,Firefox,84,Windows NT 10.0,1920x1080,,,,,,,,,1,1,1,5,1,1,4,4,,,,,4,6,4,1,2,1,0,0,26.973,0,0,0,27.671,0,4,4,,,,,,,0,0,50.882,0,3,5,4,4,3,4,3,ben nog niet zeker,3,2,2,,,2,7,99,5,3,1,,,,2,2,3,5,6,1,3,1,1,omdat het niet altijd klopt,3,2,kinderopvang,74,1,1,,2,2,1,,12,1,,1,nee
1/27/2021 1:51,1/27/2021 2:02,0,213.247.64.244,100,633,1,1/27/2021 2:02,anonymous,NL,1,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1920x1080,,,,,,,,,5,5,5,4,5,5,5,6,,,,,4,3,3,4,5,4,,,,,,,,,,,0,0,3.972,0,6,5,0,0,5.566,0,5,5,4,5,4,5,2,"Ik hoef geen rommel in mijn lichaam, mijn afweersysteem is goed.",2,2,2,,,2,7,99,5,4,5,,,,2,2,3,3,4,5,5,5,3,Ze moeten naar de situatie kijken.,2,1,,30,1,8,,2,9,1,,3,1,,1,"Nee, het was duidelijk.
"
1/27/2021 2:01,1/27/2021 2:06,0,185.110.112.173,100,307,1,1/27/2021 2:06,anonymous,NL,1,Chrome,83.0.4103.106,Android 10,320x685,1,1,4,4,4,1,4,4,,,,,,,,,4,1,3,3,,,,,3,3,,,,,,,,,,,0.526,1.227,1.881,2,2,3,6.673,15.143,16.323,4,3,3,4,3,4,3,3,Cofid 19,2,3,2,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 1:55,1/27/2021 2:06,0,62.238.174.42,100,672,1,1/27/2021 2:06,anonymous,NL,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,4,4,4,4,4,4,5,5,,,,,,,,,3,4,5,4,,,,,4,3,,,,,,,,,,,3.047,11.046,14.662,3,6,5,10.276,13.366,13.838,3,4,5,4,5,4,4,3,Ben er nog niet over uit om me te laten vaccineren ,1,1,1,1,,2,7,99,,,,4,4,4,2,2,4,4,5,4,5,4,4,,3,1,,65,1,1,,2,7,1,,11,1,,1,Nee
1/27/2021 1:52,1/27/2021 2:06,0,94.212.84.37,100,863,1,1/27/2021 2:06,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1549x871,,,,,,,,,4,5,6,5,6,6,7,6,,,,,1,5,4,2,2,3,0,0,40.718,0,0,0,52.881,0,6,3,,,,,,,0,0,72.423,0,3,4,4,3,4,3,3,we zijn door deskundigen voorgelicht,3,2,3,,geneeskundigen,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 1:52,1/27/2021 2:08,0,188.207.110.228,100,963,1,1/27/2021 2:08,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,393x851,3,4,2,6,1,3,3,5,,,,,,,,,2,4,4,4,,,,,5,4,5.977,15.601,23.631,2,7.015,30.319,31.849,6,7,5,,,,,,,2.292,29.842,32.427,7,5,7,6,1,2,5,1,Ik weet de bijwerkingen over langere termijn niet. En daarnaast kan je nog altijd besmet raken en besmettelijk zijn met covid. Dus zie ik de meerwaarde van het vaccin niet in,2,2,2,,,3,7,99,,,,2,7,1,2,1,3,4,6,1,3,4,5,,2,1,,27,2,4,,2,4,1,,2,1,,1,
1/27/2021 1:51,1/27/2021 2:09,0,84.25.28.11,100,1070,1,1/27/2021 2:09,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,1,1,1,4,1,4,4,4,,,,,2,3,2,3,4,4,,,,,,,,,,,0,0,51.243,0,5,5,0,0,105.736,0,5,6,6,5,4,5,3,"ben er nog niet helemaal uit, behoor tot de risico groep en twijfel daarom",3,2,2,,,1,7,99,7,7,3,,,,2,2,3,4,4,4,3,7,6,,3,1,,60,2,9,HBO Beroepsopleiding casemaneger,2,2,1,,13,1,,1,NVT
1/27/2021 2:09,1/27/2021 2:11,0,213.233.199.178,100,127,1,1/27/2021 2:11,anonymous,NL,1,Safari iPad,12.1.2,iPad,768x1024,7,7,7,7,7,7,7,7,,,,,,,,,7,7,7,7,,,,,7,7,1.365,1.901,2.642,2,0.573,0.573,1.683,1,7,7,,,,,,,0.819,2.033,2.093,2,7,7,7,7,7,7,2,Want een familie lid is aan een vaccin overleden en dat is ook bewezen dat het door het vaccin komt,4,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 2:02,1/27/2021 2:12,0,86.94.255.7,100,561,1,1/27/2021 2:12,anonymous,NL,1,Firefox,85,Windows NT 10.0,1280x720,,,,,,,,,7,7,7,7,6,6,7,7,,,,,4,6,6,3,7,7,0,0,17.228,0,0,0,17.724,0,7,6,,,,,,,0,0,29.809,0,5,6,7,6,5,6,4,"als ik die bijwerkingen zie, vermoeidheid , misselijkheid, darmproblemen, daar leef ik dagelijks mee, dus ik hoop dat het een goeie inenting word en dat we weer normaal kunnen gaan leven.
Ik vind het alleen gek dat ze nu met de tweede inenting begonnen zijn terwijl nog miljoenen wachten op de eerste inenting",2,2,2,,,2,7,,7,7,6,,,,1,2,7,7,3,6,3,7,7,,1,1,,69,2,1,,2,3,1,,13,1,,1,hoop dat de inentingen tegen het coronavirus snel en voorspoedig voorlopen
1/27/2021 2:06,1/27/2021 2:17,0,84.83.147.12,100,640,1,1/27/2021 2:17,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,5,4,4,4,4,,,,,2,5,1,2,3,2,,,,,,,,,,,0,0,28.23,0,6,2,0,0,45.737,0,6,3,2,6,6,6,4,"Voor mijn eigen veiligheid. m
Maar vooral om anderen niet meer te kunnen besmetten.",4,4,4,,,2,7,99,6,4,5,,,,2,2,5,5,2,3,6,2,2,Het werkt vergissingen in de hand. Zie toeslagen debat.,,2,toeslagen affaire,62,2,1,,2,4,1,,10,1,,1,Laten we positief naar elkaar blijven. Geen veroordelingen voor we de feiten kennen.
1/27/2021 2:11,1/27/2021 2:20,0,80.61.254.81,100,569,1,1/27/2021 2:20,anonymous,NL,1,Chrome,83.0.4103.106,Android 10,360x780,1,1,1,1,1,1,1,1,,,,,,,,,4,7,1,4,,,,,1,1,,,,,,,,,,,2.316,12.92,14.738,4,7,7,8.69,23.269,28,8,7,7,5,5,4,7,4,dan heb ik er alles aan gedaan om het in te dammen,1,1,1,,,2,7,99,,,,4,5,1,2,1,5,5,5,4,1,7,6,,,1,,64,2,1,,2,5,1,,2,1,,1,nee
1/27/2021 2:04,1/27/2021 2:21,0,83.163.166.85,100,1046,1,1/27/2021 2:21,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,3,3,3,5,6,3,4,4,,,,,1,5,1,1,3,3,,,,,,,,,,,0,0,210.61,0,7,6,0,0,72.575,0,7,6,5,5,5,4,3,Ik wacht nog de reacties af van degenen die gevaccineerd zijn.,3,3,3,,,1,7,99,7,3,6,,,,1,2,4,4,4,4,4,5,5,,3,1,,65,1,1,,2,2,1,,10,1,,1,Neen
1/27/2021 2:15,1/27/2021 2:22,0,84.24.41.68,100,426,1,1/27/2021 2:22,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1680x1050,,,,,,,,,3,3,3,5,3,1,5,5,,,,,4,5,1,1,4,4,,,,,,,,,,,0,0,28.003,0,7,4,0,0,5.083,0,5,1,1,5,5,5,4,"je moet wel, zonder vaccin valt niet meer te leven",4,1,4,,,3,7,99,7,1,5,,,,2,2,4,7,4,4,1,4,4,,,1,,65,1,1,,2,2,1,,12,1,,1,
1/27/2021 2:14,1/27/2021 2:23,0,83.84.217.54,100,520,1,1/27/2021 2:23,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,3,3,3,4,3,4,5,5,,,,,3,5,1,4,5,3,0,0,22.926,0,0,0,25.763,0,6,5,,,,,,,0,0,33.541,0,6,4,4,6,5,5,4,reeds bewezen dat het werkt,4,4,4,,,2,7,99,6,6,4,,,,2,2,3,4,5,3,3,4,4,,2,1,,61,1,1,,2,3,1,,3,1,,1,
1/27/2021 2:12,1/27/2021 2:33,0,77.163.192.184,100,1212,1,1/27/2021 2:33,anonymous,NL,1,Firefox,84,Ubuntu,1366x768,,,,,,,,,4,3,3,4,3,2,4,4,,,,,4,4,3,2,3,3,13.557,20.763,46.957,2,0,0,52.3,0,5,4,,,,,,,56.315,56.315,74.221,1,4,5,4,5,3,4,2,Ik laat me door geen enkel vaccin inenten,2,1,2,,,1,7,99,5,4,3,,,,2,2,4,5,4,5,3,3,4,,3,1,,76,1,1,,2,5,1,,12,1,,1,
1/27/2021 2:24,1/27/2021 2:36,0,94.213.48.58,100,695,1,1/27/2021 2:36,anonymous,NL,1,Safari,14.0.2,Macintosh,768x1024,,,,,,,,,5,5,5,6,4,6,6,6,,,,,3,7,4,3,3,1,0,0,13.136,0,0,0,12.933,0,7,5,,,,,,,6.136,6.136,7.168,1,5,3,4,6,6,6,4,Ik zit in de risico groep dus wil wel een prik. ,3,3,3,,,1,7,99,6,3,4,,,,2,2,4,7,5,4,4,4,3,Er een mate van willekeurigheid in zit.,3,2,Nee,64,2,1,,2,9,1,,7,1,,1,Nee
1/27/2021 2:26,1/27/2021 2:39,0,77.167.96.75,100,820,1,1/27/2021 2:39,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1440x900,,,,,,,,,4,4,4,4,4,3,4,4,,,,,3,6,1,3,3,3,,,,,,,,,,,0,0,31.818,0,6,4,0,0,16.095,0,6,3,3,6,6,6,4,"Ik vind het zeer belangrijk, volgens mij de enige manier om van het virus af te komen",3,3,3,,,1,7,99,6,6,5,,,,2,2,5,6,4,7,6,7,4,,1,2,toeslagen,74,1,9,LTS,2,2,1,,13,1,,1,geen
1/27/2021 2:31,1/27/2021 2:42,0,94.214.198.160,100,643,1,1/27/2021 2:42,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,6,5,4,6,6,,,,,5,7,3,3,4,4,0,0,3.699,0,0,0,2.707,0,7,6,,,,,,,0,0,3.382,0,7,5,6,7,7,5,4,gezondheid en veiligheid omgeving,4,3,4,,,2,7,negennegentig,7,6,6,,,,2,2,5,5,4,4,6,4,4,,1,1,,75,1,4,,2,7,1,,4,1,,1,nee
1/27/2021 2:33,1/27/2021 2:46,0,84.107.130.233,100,735,1,1/27/2021 2:46,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,2,4,4,4,0,0,9.304,0,0,0,6.95,0,6,5,,,,,,,0,0,5.365,0,5,6,6,4,5,4,3,"als het zo is geef ik mij daar in over, beter dan ziek worden
",4,4,4,,,1,7,99,7,2,4,,,,2,2,4,4,3,4,2,4,4,,1,1,,69,2,1,,2,3,1,,2,1,,1,geen
1/27/2021 2:00,1/27/2021 2:51,0,62.238.12.63,100,3079,1,1/27/2021 2:51,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,,,,,,,,2,2,3,3,1,4,3,3,,,,,3,4,1,2,5,5,,,,,,,,,,,0,0,36.505,0,6,6,0,0,53.159,0,5,6,7,5,6,4,2,"Heb sterke twijfels, misschien dat iemand me nog over de streep kan trekken?!",3,3,3,4,in overleg met huisarts en familie,1,7,,5,1,3,,,,1,2,1,1,5,3,2,5,6,,,1,,67,2,9,MULO,2,9,1,,11,1,,1,
1/27/2021 2:38,1/27/2021 2:52,0,84.25.103.102,100,881,1,1/27/2021 2:52,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,3,3,5,6,5,5,7,6,,,,,6,7,4,3,7,7,0,0,35.209,0,0,0,21.272,0,7,2,,,,,,,0,0,32.17,0,7,2,4,7,7,6,4,"Ik ben een risico patient, COPD, dus long klachten.",4,1,4,,,1,7,99,6,2,7,,,,2,2,5,6,5,3,6,4,6,,1,2,Opsporing van misdrijven.,71,1,1,,2,3,1,,13,1,,1,Nee
1/27/2021 2:42,1/27/2021 2:56,0,84.82.148.129,100,825,1,1/27/2021 2:56,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1600x900,,,,,,,,,2,2,2,1,2,2,2,3,,,,,1,2,1,1,3,2,,,,,,,,,,,0,0,9.612,0,5,5,13.287,14.498,18.581,3,2,3,1,2,6,6,4,je moet ingeent worden.  in het merk heb je geen keus,3,3,3,,,1,7,99,7,3,5,,,,2,1,5,6,5,5,4,6,5,,1,2,nee,63,2,1,,2,6,1,,3,1,,1,neen
1/27/2021 2:38,1/27/2021 2:57,0,84.104.29.128,100,1118,1,1/27/2021 2:57,anonymous,NL,1,Safari,4,Android 11,412x915,5,5,5,6,4,3,6,5,,,,,,,,,5,6,3,6,,,,,5,5,,,,,,,,,,,16.54,54.025,54.974,3,7,4,1.061,47.85,65.852,7,2,1,1,6,5,6,4,"Het maakt mij niet uit welk merk ik krijg, als het maar werkt en goedgekeurd is.",4,3,4,,,2,7,99,,,,5,5,5,2,2,4,6,4,4,1,6,6,,,1,,48,2,1,,2,3,1,,3,1,,2,Interessante vragen.
1/27/2021 2:40,1/27/2021 2:57,0,84.30.121.141,100,993,1,1/27/2021 2:57,anonymous,NL,1,Firefox,85,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,5,4,6,6,5,,,,,5,5,3,4,4,3,,,,,,,,,,,0,0,19.624,0,7,5,0,0,25.521,0,6,3,3,6,6,6,3,Ik laat me waarschijnlijk inenten met het Pfizer-BioNTech vaccin omdat het 95% beschermd tegen het Covis-19. En Pfizer-BioNTech is de bescherming hoger dan de andere vaccins.,4,2,4,,,1,7,99,6,5,6,,,,2,2,5,6,2,5,5,7,4,,1,1,,65,1,1,,2,3,1,,13,1,,1,
1/27/2021 2:47,1/27/2021 2:57,0,84.27.116.244,100,565,1,1/27/2021 2:57,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1536x864,,,,,,,,,1,1,1,4,3,1,1,4,,,,,5,5,5,4,5,4,0,0,21.354,0,0,0,23.587,0,7,6,,,,,,,0,0,19.627,0,6,5,7,6,4,4,4,niet besmet raken door virus.,3,3,4,,,2,7,99,7,5,3,,,,2,2,4,4,4,1,3,6,4,,,1,,58,1,1,,2,8,1,,12,1,,1,neen
1/27/2021 2:47,1/27/2021 3:01,0,81.204.91.222,100,798,1,1/27/2021 3:01,anonymous,NL,1,Chrome,88.0.4324.93,Android 9,360x740,3,3,3,2,2,2,1,2,,,,,,,,,2,2,2,2,,,,,1,1,4.155,19.364,24.87,3,3.357,10.411,12.389,3,1,6,,,,,,,2.644,3.462,5.358,2,7,7,7,3,1,7,1,"Ik geloof dat wr worden gemanipuleerd in dit verhaal.
Vertrouw in liefde en mn eigen hart",1,1,1,,,1,7,99,,,,1,7,1,2,1,1,3,2,2,5,2,1,Macht en geld hebzucht maakt alles kapot,3,1,,58,2,1,,2,2,1,,7,1,,1,Wees lief voor de medemens
1/27/2021 3:05,1/27/2021 3:08,0,84.106.12.165,100,154,1,1/27/2021 3:08,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,412x892,4,5,4,4,3,3,4,4,,,,,,,,,5,5,5,5,,,,,5,6,,,,,,,,,,,1.074,1.074,2.179,1,5,6,1.736,1.736,3.166,1,6,6,6,6,6,6,2,Ik heb geen idea ,3,3,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 2:51,1/27/2021 3:10,0,77.251.235.192,100,1170,1,1/27/2021 3:10,anonymous,NL,1,Safari,14.0.2,Macintosh,768x1024,,,,,,,,,3,2,4,5,2,5,7,7,,,,,1,7,2,1,6,6,14.169,14.169,28.137,1,4.184,4.184,23.825,1,7,2,,,,,,,48.447,48.447,69.225,1,7,3,2,7,7,7,4,Vanwege onderliggende ziekte is het vaccin erg noodzakelijk,4,3,3,,,2,7,99,7,6,7,,,,2,1,7,7,4,3,1,2,7,,3,2,Er is een verkennend onderzoek met een vragenlijst opgesteld onder ministeries .,68,1,1,,2,3,1,,2,1,,1,Duidelijke vragenlijst
1/27/2021 2:58,1/27/2021 3:15,0,62.251.108.97,100,1007,1,1/27/2021 3:15,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,3,4,3,5,4,4,5,5,,,,,5,6,3,2,4,3,,,,,,,,,,,0,0,43.555,0,5,4,0,0,3.962,0,5,4,4,6,5,5,3,omdat dit wordt bepaald door anderen. er is geen vrije keuze bij dit vaccin.,3,2,3,,,2,7,99,5,1,6,,,,2,2,1,6,4,4,2,6,4,,3,1,,62,2,1,,2,9,1,,12,1,,1,
1/27/2021 3:13,1/27/2021 3:15,0,217.120.196.6,100,131,1,1/27/2021 3:15,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,5,4,4,4,4,4,4,5,,,,,5,4,4,5,5,5,,,,,,,,,,,0,0,2.041,0,5,6,0,0,1.517,0,6,5,6,6,6,5,3,lkjbjgb,3,2,2,3,ljkjhb,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:14,1/27/2021 3:17,0,84.24.31.87,100,169,1,1/27/2021 3:17,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1536x864,,,,,,,,,2,1,2,5,6,1,2,5,,,,,1,2,3,2,3,5,,,,,,,,,,,2.212,2.212,3.467,1,5,4,1.62,1.62,2.4,1,4,3,1,6,6,4,2,gdtfxcwadszcx,1,3,2,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:13,1/27/2021 3:20,0,213.125.32.122,100,393,1,1/27/2021 3:20,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,4,5,5,5,5,,,,,2,6,3,3,5,5,0,0,15.945,0,0,0,17.652,0,7,5,,,,,,,0,0,25.119,0,4,5,7,5,5,5,3,Ik wacht eerst even af en neem hem alleen als het noodzakelijk is voor een reis oid,2,2,2,,,2,7,99,5,2,6,,,,1,2,2,2,3,4,5,5,5,,3,1,,36,2,1,,2,6,1,,2,1,,1,
1/27/2021 3:13,1/27/2021 3:20,0,217.62.222.232,100,406,1,1/27/2021 3:20,anonymous,NL,1,Chrome,88.0.4324.93,Android 9,360x640,4,4,4,5,3,4,5,5,,,,,,,,,5,2,2,1,,,,,5,4,,,,,,,,,,,0.884,2.621,3.587,3,1,2,2.268,3.43,5.051,3,4,6,3,4,4,4,2,Ik wacht het af ,2,2,3,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:17,1/27/2021 3:28,0,94.215.231.143,100,686,1,1/27/2021 3:28,anonymous,NL,1,Safari,4,Android 7.0,360x640,1,1,1,4,1,1,4,4,,,,,,,,,2,4,1,1,,,,,2,2,,,,,,,,,,,8.899,20.324,21.201,3,7,7,5.385,8.212,12.3,3,1,7,7,4,3,3,1,T gaat om snel geld verdienen ,3,3,3,,,3,7,99,,,,1,3,1,2,1,2,4,5,1,6,1,3,Ze zelf niet meer nadenken en t leven in de praktijk niet kennen maw ze hebben geen idee wat er leeft in de samenleving,,1,,63,1,1,,2,4,1,,6,1,,1,Nee t is goed zo
1/27/2021 3:26,1/27/2021 3:29,0,86.80.138.30,100,181,1,1/27/2021 3:29,anonymous,NL,1,Chrome,88.0.4324.93,Android 8.1.0,1024x600,1,1,1,1,1,1,2,3,,,,,,,,,2,2,3,3,,,,,2,3,,,,,,,,,,,0.671,0.671,1.76,1,3,3,0.686,0.686,1.558,1,3,3,3,3,3,3,2,Ddd e d d de s s d d des d d d dddd. D,1,2,2,2,Djdk,2,7,Rkrk,,,,2,3,4,1,2,5,6,6,6,6,5,6,,1,1,,100,1,1,,1,3,1,,4,1,,1,Mdke ds s e e e e en s s seks 
1/27/2021 3:23,1/27/2021 3:32,0,77.161.140.132,100,518,1,1/27/2021 3:32,anonymous,NL,1,Firefox,84,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,2.679,0,6,4,0,0,5.896,0,7,4,4,4,4,7,3,moet toch in geënt worden,2,2,2,,,2,7,99,3,7,6,,,,2,2,1,1,4,4,4,4,4,,,1,,48,2,1,,2,5,1,,7,1,,1,
1/27/2021 3:22,1/27/2021 3:34,0,145.129.226.92,100,694,1,1/27/2021 3:34,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,3,2,3,5,3,5,4,4,,,,,4,5,3,3,4,3,0,0,29.713,0,0,0,35.903,0,6,5,,,,,,,0,0,57.165,0,4,5,4,4,5,5,3,heb waarschijnlijk gezegt omdat ik nog in twijfel sta ,3,3,3,,,1,7,,4,2,4,,,,2,2,2,4,5,4,6,3,3,daar kan je niet vanuit gaan is mijn mening,1,1,,66,1,1,,2,8,1,,2,1,,1,nee
1/27/2021 3:28,1/27/2021 3:36,0,94.215.217.60,100,484,1,1/27/2021 3:36,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1600x900,,,,,,,,,4,3,4,5,3,6,6,4,,,,,5,7,3,1,4,4,0,0,31.722,0,0,0,12.219,0,6,4,,,,,,,0,0,11.822,0,7,1,1,7,7,5,4,alles is goed,3,3,3,,,2,7,99,5,3,5,,,,2,2,4,4,6,1,4,6,4,,3,1,,78,1,6,,2,8,1,,6,1,,1,neen
1/27/2021 3:34,1/27/2021 3:37,0,77.248.71.75,100,200,1,1/27/2021 3:37,anonymous,NL,1,Chrome,87.0.4280.141,Android 10,800x1280,4,4,4,5,5,3,5,3,,,,,,,,,4,6,4,3,,,,,4,5,,,,,,,,,,,0,0,5.585,0,6,5,0,0,3.745,0,3,3,3,4,4,4,4,Kunnen we misschien weer eens wat doen,3,3,3,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:31,1/27/2021 3:38,0,83.80.202.247,100,417,1,1/27/2021 3:38,anonymous,NL,1,Safari,14.0.3,Macintosh,1024x1366,,,,,,,,,2,2,2,7,1,4,7,7,,,,,1,7,4,4,1,1,0,0,22.412,0,0,0,32.081,0,7,7,,,,,,,46.842,46.842,47.856,1,4,5,5,7,7,7,4,Ik heb het volste vertrouwen in de wetenschappers die dit ontwikkeld hebben.,4,4,4,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:32,1/27/2021 3:44,0,84.28.198.83,100,704,1,1/27/2021 3:44,anonymous,NL,1,Firefox,84,Windows NT 10.0,1280x720,,,,,,,,,4,5,5,6,3,4,3,3,,,,,3,5,4,4,3,4,,,,,,,,,,,3.562,3.562,4.916,1,7,6,3.99,3.99,6.418,1,5,5,6,4,5,6,3,ik neem aan dat ze toch werken en tot we naar ons leven kunnen oppakken,3,3,3,,,1,7,99,7,4,5,,,,1,1,6,6,4,5,7,7,6,,1,1,,76,1,1,,2,2,1,,13,1,,1,nee
1/27/2021 3:29,1/27/2021 3:45,0,89.220.183.73,100,931,1,1/27/2021 3:45,anonymous,NL,1,Chrome,87.0.4280.141,Android 10,320x712,5,5,6,6,6,6,6,5,,,,,,,,,5,7,3,4,,,,,5,6,22.497,38.937,39.7,4,3.559,25.194,25.816,8,7,6,,,,,,,5.94,43.384,43.9,7,6,3,3,6,6,7,4,Het is belangrijk dat zoveel mogelijk mensen zo snel mogelijk ingeënt worden. En met welk vaccin maakt volgens mij niet zoveel uit,3,3,3,,,1,7,99,,,,5,2,6,2,2,5,6,4,3,3,4,4,,,1,,46,2,3,,2,3,1,,13,1,,1,
1/27/2021 3:08,1/27/2021 3:48,0,94.157.174.199,100,2372,1,1/27/2021 3:48,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,,,,,,,,5,5,5,5,5,5,6,6,,,,,4,5,4,4,5,5,0,0,129.036,0,0,0,72.761,0,7,5,,,,,,,0,0,77.643,0,5,4,4,4,4,5,3,"Ik heb gelezen dat je niet kunt kiezen, als ik opgeroepen word voor een vaccinatie zal ik dat zeker laten doen.",4,2,3,,,2,7,99,5,5,5,,,,2,2,4,4,5,5,3,4,5,,,1,,68,2,1,,2,5,1,,5,1,,1,nee
